text,label
media sosial kimia alizaedh alasannya menanggalkan kewarganegaraan iran atlet taekwondo memenangkan medali perunggu olimpiade rio de janeiro mencari suaka eropa mengundang eropa tawaran bermigrasi menerima sakit akibat rindu tanah air hipokrisi kebohongan ketidakadilan gereget pemerintah iran bereaksi santai kabar muram alizadeh kesaksiannya diumbar otoritas teheran sibuk menghadapi kisruh politik negeri pekan garda revolusi keliru menembak pesawat penumpang milik ukraina membunuh penumpang berasal iran membaca unggahan kimia mahin farhadizadeh wakil menteri olahraga iran kantor berita isna berambisi melanjutkan studinya bidang fisioterapi alizadeh menuding pemerintah republik islam mengurung atlet perempuan serangkaian aturan berpakaian penampilan ketat jutaan perempuan iran ditindas bertahuntahun mainan pemerintah tukasnya unggahan instagram mengenakan apapun perintahkan mengulangi mengulangi kalimat wajibkan tulis alizadeh seorangpun berharga mata alat pemerintah iran berniat mengeksploitasi prestasi olahraganya kepentingan politik alizadeh kerap korban ujaran merendahkan pejabat gemar melontarkan komentar bermoral perempuan merenggangkan kakinya alizadeh mengaku medali perunggu raih cabang taekwondo kelas kg brazil hadiah perempuan iran surat pernyataannya sang atlet meragukan keputusannya haruskah halo selamat tinggal ucapan duka halo perempuan iran tertindas selamat tinggal bangsa bermartabat berbela sungkawa berduka alizadeh atlet ketiga iran undur pindah kewarganegaraan desember silam federasi catur iran melaporkan juara dunia alireza firouzja memutuskan berhenti mewakili negeri turnamen internasional dilarang berkompetisi melawan pecatur israel federasi judo internasional mengabarkan atlet iran saeid mollaei menolak pulang kampung halaman mengkhawatirkan keselamatan turnamen dunia mengabaikan perintah federasi nasional membatalkan pertandingan melawan atlet israel,1
microsoft andalkan hybrid cloud layani konsumen indonesia,1
microsoft mengandalkan hybrid cloud mengakomodasi kebutuhan penyimpanan data konsumen indonesia layanan dinilai efisien andal komprehensif ketimbang mengandalkan kemampuan penyimpanan pusat data data center âkami layanan hybrid cloud jalankan sejalan dinamika kebutuhan konsumen layanan sesuai tunduk regulasi ditetapkan pemerintah indonesiaâ president director microsoft indonesia haris izmee pembukaan microsoft cloud innovation summit jakarta rabu november acara digelar november bertujuan mempercepat adopsi komputansi awan industri merekrut mitra meningkatkan kompetensi jaringan indonesia haris teknologi hybrid cloud layanan maksimal konsumen kemudahan akses dunia teknologi cloud terhubung data center negara akses data terbatas,1
facebook resmi rilis facebook pay sarana pembayaran media sosial,1
jejaring sosial facebook resmi meluncurkan fitur pembayaran bernama facebook pay terkoneksi platform miliknya instagram messenger whatsapp fitur dirancang mempermudah pengguna pembayaran berbelanja donasi daring transfer uang langsung antarpengguna âselama aplikasi facebook pengguna berbelanja berdonasi mengirim uang facebook pay mempermudah aktivitas menjaga informasi transaksi aman terlindungiâ tulis vice president marketplace commerce facebook deborah liu keterangan resmi facebook pay mendukung layanan penyelenggara sistem pembayaran dunia platform transaksi digital paypal stripe sistemnya didesain terpisah inisiatif cryptocurrency facebook dikenal libra layanan diakses pengguna amerika serikat platform facebook menyebut fitur tersedia dunia global facebook berencana mengimplementasikannya negara,1
jakarta cnn indonesia kementrian komunikasi informatika republik indonesia kominfo menyebut rumah sakit jakarta korban serangan siber ransomware wannacry melanda dunia rumah sakit rumah sakit harapan rumah sakit dharmais âberdasarkan laporan diterima kominfo serangan rumah sakit harapan rumah sakit dharmais serangan siber masyarakat tenang meningkatkan kehatihatian berinteraksi dunia siberâ direktur jenderal aplikasi informatika semuel a pangerapan rilis diterima cnnindonesiacom sabtu ransomware menyerang rumah sakit berjenis malicious software malware menyerang komputer korban mengunci komputer mengenkripsi data diakses membuka data korban membayar tebusan bentuk bitcoin âini sungguh kejamâ presiden direktur rumah sakit dharmais abdul kadir reuters menyebut komputer rumah sakit terpengaruh ransonmware mengunci data mengganggu sistem teknologi informasi menyimpan data kesehatan pasien catatan pembayaran rumah sakit rs dharmais berupaya menginstal ulang sistem komputer server beroperasi berharap proses cepat selesai rumah sakit beroperasi sistem ti rumah sakit indonesia korban sistem jaminan kesehatan nasional inggris nhs terkena dampak ransomware wannacry gambar beredar media sosial layar komputer nhs dipenuhi tuntutan pembayaran tebusan bentuk bitcoin senilai us pembayaran harga tebusan berlipat ganda pembayaran tujuh data dihapus ransomware berubah mimpi buruk menyerang institusi rumah sakit membahayakan nyawa orang kroustek analis avast file terkunci petugas kesehatan mengakses data pasien prosedur operasi tertunda pasien terjebak rumah sakit rumah sakit ransomware menyerang bank perusahaan layanan telekomikasi layanan transportasi,1
grasshopper game mobile buatan google belajar javascript,1
bahasa pemrogaman dipelajari mempelajari bahasa pemrograman aplikasi website berguna meningkatkan pola pikir logis sulit menjelajahi bahasa pemrograman menyenangkan area inkubator milik google merilis game mobile bertujuan menyelesaikan game nama grasshopper merupkan game mempelajari bahasa pemrograman javascript menyenangkan grasshopper game menyusun puzzle belajar konsep pemrograman javascript game dimainkan android ios game dimainkan menyusun puzzles kumpulan code studi tergantung tingkatan tingkatan memiliki topik berbeda game memiliki tahap quiz menguji pengetahuan berdasarkan topik tingkatan tingkatan topik memiliki penjelasan singkat topik diangkat contoh code grasshopper menawarkan serangkaian kursus tahap fundamentals belajar code variabel string fungsi perulangan array conditional operator objek diajarkan tahap tahap belajar menggambar bentuk library d fungsi kompleks d grasshopper memiliki fitur nama code playground dimana code,1
presiden zimbabwe berkuasa robert mugabe pembersihan partai dipimpinnya zanupf pembersihan jalan sang istri grace posisi orang nomor zimbabwe mulus wakil presiden emmerson mnangagwa sosok ditendang mugabe pendepakan mnangagwa blunder panglima militer zimbabwe jenderal constantino chiwenga gusar mnangagwa sekutu terdekat mugabe chiwenga mendesak mugabe menghentikan aksi pembersihan militer bersikap ucapan dibuktikan pengerahan tank kendaraan taktis kota harare november sepekan rakyat zimbabwe diombangambing situasi politik menentu november mugabe mengumumkan pengunduran berselang november mnangagwa dilantik suksesor mugabe,1
sepekan digempur kubu isis suriah jatuh,1
kota kawasan timur suriah salah basis kelompok menamakan negara islam pengusiran milisi isis pekan pertempuran hebat laporan dirilis lembaga pemantau hak asasi manusia suriah berbasis inggris pimpinan lokal sdf bbc pertempuran hajin diyakini kota dikuasai isis wilayah timur sungai efrat perbatasan suriah irak dipimpin milisi kurdi ypg sdf bertempur melemahkan kekuatan isis kawasan sumber ypg sdf berencana menumpas kekuatan isis tersisa kota pengambilalihan hajin menyisakan wilayah isis timur sungai efrat basis operasi pasukan tempur disokong as milisi isis mengklaim menduduki wilayah gurun barat sungai kawasan dikuasai pemerintahan suriah sekutu total pasukan isis kawasan hajin warga negara asing berasal timur eropa pimpinan isis abu bakr albaghdadi diyakini wilayah timur suriah kobani lokasi persis albaghdadi kerap bersembunyi hilang pantauan pasukan isis terdesak wilayah suriah sdf didukung as tentara pemerintah suriah disokong rusia,1
liputancom jakarta subdit v siber ditreskrimsus polda jawa timur menetapkan youtuber berinisial ad tersangka dugaan asrama mahasiswa papua jalan kalasan surabaya penetapan tersangka polisi memeriksa orang saksi saksi masyarakat ahli wadireskrimsus polda jatim akbp arman asmara ad ditangkap kebumen jawa mengunggah video berjudul tolak kibarkan bendera merah putih asrama mahasiswa papua digrudug warga spln chanel menetapkan tersangka ite youtube mengunggah ilansir kamis september perwira menengah tersangka mengunggah video youtube agustus video agustus diolah narasi pengunggah youtube tanggal juli diunggah diupdate agustus penetapan ad tersangka asramah mahasiswa papua polisi memeriksa orang saksi saksi masyarakat ahli memeriksa saksi saksi ahli buktinya youtube menemukan cd video perbuatannya ad terjerat pasal ayat pasal ayat uu ite diduga menyebarkan konten berita bohong alias hoaks pasal ayat pasal ayat uu ite ancaman hukuman enam ditetapkan tersangka penahanan,1
kerusuhan wilayah dekai kabupaten yakuhimo papua kejadian menyebabkan personel polisi polda riau brigpol saut sibarani meninggal dunia kabid humas polda papua kombes achmad kamal rabu petang membenarkan insiden menewaskan anggota brimob dibkokan polda papua insiden menewaskan anggota brimob polda riau laporan lengkap kronologis insiden kombes kamal jayapura rabu desember informasi dihimpun insiden anggota melaksanakan piket penjagaan mapolres yahukimo berupaya menyelesaikan kesalahpahaman camat distrik lolat masyarakat lolat guru anggota berupaya menyelesaikan kesalahpahaman warga buang air samping penjagaan mapolres yahukimo dekai ditegur anggota memukulnya mengalami luka hidung berdarah korban melaporkan insiden dialaminya kspkt bripka toniwi pareme tibatiba warga mapolres yahukimo langsung menyerang penjagaan melempari batu memukul bripka toniwi pareme warga membubarkan anggota polres yahukimo pencarian pelaku pengeroyokan perlawanan masyarakat seputaran pasar anggota mengeluarkan tembakan peringatan mengakibatkan masyarakat pembakaran unit sepeda motor milik warga perusuh menyerang menganiaya brigadir hendra saut sibarani melewati permukiman jalur arah pos masjid attaqwa tepatnya toko cahaya yahukimo wit brigpol sibarani meninggal dunia ditangani paramedis rsud dekai brigpol sibarani tercatat orang mengalami lukaluka bripda agustinus nabu nikolaus ribo situr,1
surabaya cnn indonesia mahasiswa papua dibawa markas kepolisian resor kota mapolrestabes surabaya diangkut paksa aparat kepolisian asrama tempati jalan kalasan surabaya wakapolrestabes surabaya akbp leonardus simarmata penangkapan puluhan mahasiswa kepentingan pemeriksaan terkait dugaan perusakan bendera oknum mahasiswa lakukan upaya penegakan hukum peristiwa lambang negara bendera merah putih ditemukan patah jatuh got leo ditemui lokasi sabtu agustus mahasiswa papua orang perempuan lakilaki leo berjanji memperlakukan mahasiswa leo membantah polisi pengusiran mahasiswa menghuni asrama papua menurutnya isu menimbulkan kegaduhan masyarakatsatu garis bawahi isu fakta pengusiran mahasiswa warga papua jalan kalasan surabaya leo polisi menjaga hak warga negara indonesia surabaya mahasiswa papua proses hukum selesai mahasiswa terbukti bersalah dikembalikan asrama menjaga hak warga negara indonesia surabaya suasana asrama mahasiswa papua surabaya mencekam personel kepolisian memaksa masuk asrama sembari membawa senjata pelontar gas air mata pantauan cnnindonesiacom lokasi terhitung sekira kali tembakan gas air mata dilontarkan kepolisian arah penghuni asrama lantai asrama,1
industri game indonesia terbilang tertinggal dibandingkan negara maju amerika serikat jepang kemunculannya berkembang pesat kejayaan platform flash tumbuh akses merilis game dipermudah platform mobile android ios judul game warung chain bulat dreadout bermunculan media lokal internasional mengutip semboyan populer presiden soekarno pidato terakhirnya agustus âjangan sekalisekali meninggalkan sejarahâ industri game indonesia memiliki sejarahnya menarik dibahas coba seri artikel sejarah game indonesia dirilis berkala bangsa bangsa sejarahnya belajar industri game lokal kisahkisah lebar selamat menikmati napak tilas industri game indonesia developer game negeri wawancara artikel posisi bersangkutan berubah wawancara pelaku senior sesepuh industri game indonesia orangorang namanama touchten games toge productions agate studios kelompok individu berbicara orangorang paham industri game lokal muncul namanama menara games altermyth artlogic matahari studios media populer an predikat game indonesia game asli indonesia david setiabudi divinekids salah studio game senior aktif berkarya,1
jakarta cnn indonesia ribuan warga palestina dilaporkan mengikuti parade perayaan natal kota ramallah tepi barat senin desember warga palestina menyebut parade upaya menyebarkan pesan harapan palestina dunia perayaan natal nasional warga palestina kalangan tua muda bergabung pawai dipimpin kelompok pramuka pusat kota peserta pawai menyanyikan lagulagu natal gubernur ramallah laila ghannam parade natal mencerminkan warga palestina dunia libur nasional mengirim pesan dunia layak memiliki negara dukungan pencinta kebebasan menderita kehilangan harapan ghannam gubernur ramallah laila ghannam parade natal mencerminkan warga palestina dunia libur nasional mengirim pesan dunia layak memiliki negara dukungan pencinta kebebasan menderita kehilangan harapan ghannam pastor paroki gereja katolik ramallah jamal duaibes parade warga palestina merindukan harapan kebahagiaan perjuangan seharihari pendudukan israel pesan merayakan kebahagiaan natal menyebarkan sukacita pesan natal duaibes natal palestina dianggap acara nasional raya keagamaan yesus kristus diyakini lahir kota bethlehem tepi barat palestina,1
otoritas jasa keuangan ojk membuka peluang ajb bumiputera mengubah statusnya badan usaha mutual perseroan terbatas pt silahkan diusulkan evaluasi dewan komisioner pengawas industri keuangan non bank ojk riswinandi kamis januari riswinandi kebebasan manajemen strategi bisnis strategi membenahi keuangan ajb bumiputera pokoknya manajemen proposal kebaikan presiden joko widodo jokowi meneken aturan hukum mengubah ketentuan pengelola tertinggi perusahaan asuransi berbentuk usaha ajb bumiputera tertuang peraturan pemerintah perpres nomor perusahaan asuransi berbentuk usaha beleid diteken jokowi desember aturan keputusan ajb bumiputera badan perwakilan anggota bpa rapat anggota rua peserta rua anggota berhak hadir dipilih panitia pemilihan mekanisme wewenang rua menetapkan kebijakan bidang organisasi tata kelola manajemen anggaran bisnis menetapkan anggaran dasar perubahan mengangkat mengganti memberhentikan anggota direksi danatau anggota dewan komisaris keterangan direksi danatau dewan komisaris pelaksanaan tugas masingmasing menetapkan gaji tunjangan honorarium anggota direksi anggota dewan komisaris anggota rua berasal pemegang polis perseorangan berkewarganegaraan indonesia pemegang polis badan hukum lembaga kelompok perkumpulan tunduk hukum indonesia beleid anggota rua berasal wilayah pemilihan sesuai data domisili aturan memperbaiki posisi regulator pengawasan asuransi mutual riswinandi direktur utama ajb bumiputera dirman pardosi menjual aset melunasi tunggakan klaim nasabah mengoptimalkan aset perusahaan aksi menargetkan meraup dana segar rp triliun penjualan aset optimalisasi aset sempit membayar outstanding claim dirman bilang total klaim jatuh tempo outstanding rp triliun utang klaim tepatnya periode keuangan ajb bumiputera terkuak kemampuan ajb bumiputera memenuhi kewajibannya utang jangka jangka pendek alias solvabilitas persen ajb bumiputera mematuhi amanat keputusan menteri keuangan kmk nomor solvabilitas perusahaan asuransi mencapai persen aset dimiliki rp triliun kewajiban perusahaan tembus rp triliun,1
validliputancom jakarta tni mengerahkan pesawat hercules helikopter mengangkut pengungsi wamena jayawijaya papua pascakerusuhan kondisi wamena berangsur kondusif panglima tni marsekal hadi tjahjanto berharap pengungsi lanud silas papare tinggalnya wamena tni memfasilitasi pengungsi wamena alutsista mendukung pengungsi hercules c helikopter milik tni hadi keterangannya jakarta rabu oktober tni menyiagakan pesawat hercules jayapura mengangkut pengungsi jayapura wamena pengungsi ilaga helikopter berangkat timika merauke dukung hercules wamena hadi tnipolri menjaga stabilitas keamanan wilayah wamena oksibil ilaga penambahan pos pengamanan sesuai permintaan tokoh masyarakat,1
bencana tanah longsor menerjang kota mocoa kolombia jumat malam maret menyebabkan orang tewas anakanak longsor kolombia serangkaian bencana melanda kawasan sisi pasifik amerika selatan bencana peru ekuador mengakibatkan warga tewas,1
akarta cnn indonesia ratusan orang meninggal akibat banjir tanah longsor melanda kota sierra leone freetown juru bicara palang merah sierra leone patrick massaquoi dikutip afp senin berdasarkan data dihimpun korban tewas mencapai orang bertambah tim palang merah lokasi banjir pendataan afp melaporkan jalan berubah sungai mayat tergeletak pinggirpinggir jalan pemandangan mayat ditumpuk lokasi petugas rumah sakit connaught hospital mohammed sinneh mayat dibawa connaught hospital anakanak sinneh petugas penanggulangan bencana sierra leone candy rogers bencana banjir orang kehilangan tinggal upaya kemanusiaan dibutuhkan mengatasi dampak banjir candy banjir menerjang kota berpenduduk juta disebabkan hujan lebat mengguyur wilayah banjir kali banjir melanda kota freetown menewaskan orang menyebabkan ribuan orang kehilangan tinggal ancaman penyebaran penyakit menghantui pengungsi penanganan serius sierra leone salah negara afrika barat dilanda wabah virus ebola virus ebola menewaskan orang negara,1
gempa berkekuatan skala richter sr melanda negara meksiko puebla selasa siang gempa pusat kota meksiko berjarak mil km pusat gempa laporan us geological survey menempatkan pusat gempa kilometer kilometer timur laut timur laut san juan raboso mil km selatanbarat daya kota puebla usgs gempa melanda kedalaman mil km laporan langsung korban lukaluka gubernur puebla tony galimelalui akun twitternya menyebut laporan bangunan rusak mendesak warga mengikuti protokol keamanan perlindungan sipil sekolah negeri swasta diliburkan pengumuman bandara kota meksiko ditutup adrian wilson fotografer new york city mengaku makan kota merasakan gempa makan siang lantai lembut bergoyang truk diperkuat gelombang ruangan bergetar bangunannya berasal an bertahan gempa baikbaik terangnya presiden enrique pena nieto akun twitterny mengaku memanggil rapat komite darurat nasional mengevaluasi situasi mengkoordinasikan tindakan apapun terangnya mengaku terbang oaxaca memutuskan mexico mengatasi situasi gempa gempa gempa berkekuatan sr tanggal september menewaskan orang mexico city gempa minggu gempa berkekuatan sr melanda pantai selatan negara menewaskan orang,1
pembatasan fitur platform media sosial pesan instan jakarta kominfo menteri komunikasi informatika rudiantara pemerintah pembatasan bertahap akses platform media sosial pesan instan membatasi penyebaran viralnya informasi hoaks berkaitan aksi unjuk damai berkaitan pengumuman hasil pemilihan serentak pembatasan fiturfitur platform media sosial messaging system dibatasi bersifat bertahap rudiantara konferensi pers kantor kementerian politik hukum keamanan jakarta rabu mei siang menteri kominfo konten negatif hoaks diviralkan pesan instan modusnya posting konten negatif hoaks media sosial facebook instagram bentuk video meme gambar discreen capture diviralkan media sosial messaging system whatsapp konsekuensi pembatasan menteri rudiantara pelambatan akses unggah unduh konten gambar video mengalami pelambatan akses download upload video menteri kominfo pembatasan menghindari dampak negatif penyebarluasan konten pesan dipertanggung jawabkan berisi provokasi viralnya dibatasi viralnya negatif mudharatnya rudiantara fitur dibatasi diaktifkan fitur media sosial facebook instagram twitter gambar foto video freezekan diaktifkan video foto gambar psikologi video gambar membangkitkan emosi menteri kominfo take down akun pengguna ponsel juta whatsapp dibatasi proses operator telekomunikasi koordinasinya rudiantara pembatasan rudiantara didasarkan undangundang informasi transaksi elektronik uu ite intinya meningkatkan literasi kemampuan kapasitas kapabilitas masyarakat digital manajemen konten salah satunya pembatasan konten menteri kominfo permintaan maaf kondisi mohon maaf bertahap berharap cepat selesai kesempatan menteri kominfo fitur sms telefoni komunikasi pakai sms voice pembatasan media sosial messaging system menteri kominfo mengapresiasi pekerja media media mainstream memainkan peran informasi menenangkan masyarakat mengapresiasi media mainstream mainnya media online media mainstream,1
dunia digemparkan aksi penembakan membabi buta klub malam istanbul turki peristiwa menewaskan orang melukai orang pelaku penembakan bernama abdulkadir masharipov warga uzbekistan ditangkap polisi apartemen mewah esenyurt istanbul masharipov serangan nama isis dilatih afganistan berbicara bahasa gubernur istanbul vasip sahin,1
bom bunuh ibadah sufi pakistan februari orang tewas akibat ledakan bom bunuh sehwan pakistan kamis malam kompleks lal shahbaz qalandar massa dhamaal ritual sufi orang mengalami luka bom meledak suci dikunjungi penjuru negeri insiden isis laman miliknya arabic amaq pengebom meledakkan rompinya acara muslim syiah suci lal shahbaz qalandar provinsi sindh pakistan selatan,1
serangan bermobil nasiriyah irak september serangan bom mobil senjata api nasiriyah irak menewaskan orang orang terluka kelompok militan menghamburkan tembakan arah restoran bom mobil ditubrukkan pos keamanan isis mengaku bertanggung jawa serangan teror penyerang menyamar anggota hashd al shaabi gerakan berperang pasukan irak melawan isis,1
serangan bom truk mogadishu somalia oktober laporan bom truk mogadishu somalia merenggut nyawa orang terluka bom bunuh truk menghantam kawasan perbelanjaan sibuk mengklaim bertanggungjawab serangan kecurigaan mengarah kelompok teroris al shabaab al shabaab kelompok teroris bersekutu al qaeda kelompok kerap aksi teror menewaskan korban jiwa somalia,1
kompascom perempuan berusia italia menderita penyakit langka misterius kondisi menyebabkan berkeringat darah dokternya mengaku mengalami pendarahan wajah telapak tangannya pendarahan kulit selaput disertai luka menit tidur berolahraga pendarahan intens kondisi stres laporan dipublikasikan canadian medical association journal senin oktober rumah sakit dokter mengamati pelepasan cairan darah wajahnya pengujian benarbenar darah keringat berwarna analisis kulit mikroskop jaringan kulit perempuan normal national institutes of healths genetic and rare diseases information center gard mendiagnosis perempuan penyakit langka hematidrosis dilaporkan berabadabad keberadaannya dr jacalyn duffin ahli sejarah medis hematologi oueens university kingston ontario dikutip live science senin abad ketiga masehi aristoteles menulis deskripsi keringat darah an laporan disertai keterangan saksi mata muncul literatur medis peneliti mendeteksi peningkatan laporan hematidrosis dilaporkan catatan medis merekam duffin mempelajari hematidrosis percaya kondisi,1
cheesetart jepang salah kuliner favorit masyarakat jakarta cheesetart memiliki perbedaan cheesecake adonan kejunya sengaja matang creamy,1
bom gereja quetta pakistan desember peristiwa teror terbaru jemaat gereja kebaktian minggu pagi gereja metodis quetta pakistan orang tewas mengalami lukaluka isis mengklaim bertanggung serangan bom kepala tentara pakistan qamar javed bajwa serangan gereja upaya mengganggu perayaan natal menciptakan perpecahan agama,1
pertempuran marawi mei mei kelompok teroris filipina memiliki afiliasi negara islam irak suriah isis maute abu sayyaf menyerang area basak malutlut menduduki rumah sakit amai pakpak dinas kesehatan filipina marawi akibat serangan teroris presiden rodrigo duterte memberlakukan darurat militer wilayah mindanao berpenduduk juta jiwa baku tembak korban mencapai orang duterte marawi sepenuhnya bebas teroris mengaku khawatir kelompok teroris menyusun kekuatan kongres filipina menyetujui perpanjangan darurat militer desember kalangan oposisi khawatir aksi politik duterte filipina jatuh kediktatoran era ferdinand marcos,1
atuhnya kekhalifahan isis juni oktober mendeklarasikan juni kelompok negara islam irak suriah isis kota kekhalifahan mosul irak pemimpin isis abu bakar albaghdadi raqqa suriah kota isis irak suriah melancarkan serangan balasan disokong negara barat bantuan milisi lokal pasukan mobilisasi populer pmf irak pasukan demokratik suriah sdf juni mosul direbut aliansi pasukan pemerintah milisi negara barat terusirnya isis ditandai peledakan masjid nuri baghdadi mendeklarasikan isis juni baghdadi dikabarkan terbunuh serangan udara jet tempur as kesuksesan irak merebut mosul diikuti suriah berselang oktober sdf menguasai raqqa sepenuhnya desember perdana menteri irak haider alabadi mengumumkan perang melawan isis,1
mei nasib ahok diputuskan palu hakim majelis hakim pengadilan negeri jakarta utara ahok terbukti menodai agama divonis penjara putusan hakim didasari pasal a kuhp penodaan agama sidang ahok langsung dibawa rutan kelas i cipinang dipindahkan rutan mako brimob kelapa depok keesokan harinya ditahan putusan majelis hakim massa pendukung ahok menangis pergi rutan cipinang rutan mako brimob menggelar aksi pengadilan dki jakarta ahok dibebaskan,1
laporan polisi aksi digelar kota aksi november aksi desember aksi jilid februari serangkaian aksi digagas gerakan nasional pengawal fatwa gnpf mui digelar menuntut proses hukum penahanan pemberhentian ahok gubernur dki jakarta memasuki persidangan mengadili ahok massa kontra ahok menggelar aksi massa mendukung ahok menggelar aksi kementerian pertanian digelarnya sidang ahok polisi menyiagakan area memisahkan kubu massa pro kontra ahok gesekan,1
vonis mei pendukung ahok ramairamai balai kota dki jakarta djarot musisi addie ms meramaikan balai kota acara paduan suara menyanyikan lagu indonesia raya lagu nasional garuda pancasila rayuan pulau kelapa maju gentar indonesia pusaka syukur menyanyikan lagulagu nasional warga matanya berkacakaca menangis djarot berkacakaca,1
akarta kompascom penyalahgunaan peredaran narkotika salah transnasional menonjol ditangani polri terorisme kapolri jenderal pol tito karnavian penanganan narkotika meningkat persen dibanding kejahatan transnasional narkoba meningkat berkaitan sabu tito kompleks mabes polri jakarta rabu ditangani polri terkait kejahatan narkotika tersangka tersangka dibanding orang orang warga negara asing tito penyalahgunaan peredaran narkotika mengalami tren turun polri menyita barang bukti terkait kejahatan narkotika ton ganja kilogram heroin butir ekstasi ton sabu kristal kilogram sabu cair butir psikotropika polri menggelar operasi bersandi operasi bersinar periode maret april mengungkap jaringan narkotika hasilnya jalur udara darat narkoba diselundupi jalur laut penyeludupan kapal barang milik bahari ii dutangkap wilayah perairan cirebon jawa barat tito,1
piala dunia kejutan jerman juara bertahan tersingkir babak penyisihan grup kalinya spanyol portugal argentina masingmasing dianggap pesaing kuat turnamen tersingkir babak tim tuan rumah tim peringkat terendah turnamen dugaan mencapai babak perempat final turnamen kalinya tim argentina brasil jerman italia mencapai besardan kalinya tim semifinalis berasal eropa perancis juara piala dunia mengalahkan kroasia babak final skor penyerang timnas perancis kylian mbappe menyamai prestasi legenda brasil pele pemain belasan mencetak gol laga final piala dunia pele mencetak rekor piala dunia usianya laga final pele mencetak gol brasil mengalahkan swedia skor mbappe pele usia mbappe mencetak gol perancis mengalahkan timnas kroasia laga final piala dunia piala dunia penampilan mbappe dibilang istimewa tujuh laga dimainkan mbappe mencetak gol penampilan terbaik mbappe perancis mengalahkan timnas argentina babak mbappe kunci kemenangan perancis mencetak gol,1
pembunuhan februari gadis berinisial il warga desa berahan wetan kecamatan wedung kabupaten demak jateng dianiaya dipaksa minum racun pacarnya istri anak pelaku edi sumarsono alias sondong warga pojok kecamatan randublatung blora korban dibunuh pertanggungjawaban pelaku menidurinya jasad il ditemukan hutan jati desa wulung kecamatan randublatung kabupaten blora jawa jumat pagi jasad wanita muda ditemukan petak resor pemangkuan hutan rph jatisumo posisi telentang hijab baju rok kaus kaki sepatu melekat tubuhnya,1
video pengakuan pasien dilecehkan perawat rs national hospital surabaya viral media sosial januari sehari video berdurasi detik beredar sang pasien melaporkannya polisi mengaku mengalami pelecehan sadarkan manajemen rumah sakit maaf publik memecat perawat diduga pelecehan pelaku ditangkap polisi januari menghilang pekan istrinya melaporkan korban suaminya bareskrim polri dugaan pencemaran nama pelaku mengajukan gugatan praperadilan status tersangka pn surabaya maret gugatannya mengaku mengakui tuduhan selesai kuasa hukum menilai status hukum kliennya janggal gugatan praperadilannya ditolak sidang perkara pokok digelar pekan,1
taksi daring memiliki izin operasi diluncurkan januari minibus sedan berizin ditempeli stiker bundar kaca kompas mencatat kendaraan bertanda khusus diganggu memenuhi syarat calon penumpang memesannya aplikasi daring uber gojek grab pemprov jatim menetapkan kuota mobil angkutan sewa khusus,1
bupati jombang nyono suharli wihandoko terjaring operasi tangkap tangan komisi pemberantasan korupsi kpk februari stasiun balapan solo jawa jombang nyono ditetapkan tersangka suap perizinan pengurusan jabatan pemerintah kabupaten jombang diduga menerima suap plt kepala dinas kesehatan kabupaten jombang inna silestyanti september divonis penjara didenda rp juta dicabut hak politiknya majelis hakim tindak pidana korupsi tipikor surabaya,1
presiden jokowi meresmikan tujuh ruas tol transjawa desember salah satunya jakartasurabaya jam ketujuh ruas tol diresmikan kemarin dibuka ruas tol jawa timur tol ngawikertosono segmen wilangankertosono kertosonomojokerto seksi bandarkertosono poronggempol segmen porongkejapanan gempolpasuruan seksi pasuruangrati tol jawa tol pemalangbatang seksi simpang susun pemalangbatang tol batangsemarang seksi tol semarangsolo seksi salatigakartasura,1
orang meninggal dunia lukaluka tertabrak kereta api melintas viaduk jalan pahlawan surabaya november viaduk jembatan jalan raya dipenuhi warga menyaksikan drama kolosal surabaya membara tugu pahlawan kantor gubernur jawa timur komunitas surabaya membara penyelenggara menilai tragedi kendali panitia panitia mengaku berulang kali penonton viaduk turun pt kereta api indonesia kai daop viii surabaya panitia surabaya membara koordinasi pt kai kegiatan jalur kereta tergolong jalur aktif perjalanan kereta api,1
juni warga jawa timur menggelar perhelatan pesta demokrasi memilih pemimpin pasangan calon khofifahemil bernomor urut gus ipulputi nomor urut khofifah ketiga kalinya bertemu gus ipul persaingan perebutan kursi jatim formasi berbeda menarik pilkada jatim kali koalisi partai pendukung pasangan calon jawa barat jawa koalisi terpecah kubu pdip gerindra jawa timur pilgub jatim pdip gerindra kubu mendukung pasangan gus ipul puti pkb pks khofifah emil maju diusung partai partai demokrat nasdem pan hanura golkar ppp pengujung juli khofifah emil ditetapkan kpu jatim pemenang pilkada jatim rencananya dilantik maret,1
indonesia berduka tragedi surabaya pertengahan mei bom meledak gereja surabaya mei masingmasing gereja santa maria bercela jalan ngagel madya gereja kristen indonesia gki jalan diponegoro gereja pantekosta pusat surabaya gpps jalan arjuno orang meninggal lukaluka korban meninggal gereja santa maria pelaku keluarga ayah keempat anaknya polisi dita apriyanto sang ayah amir pemimpin kelompok jamaah ansharut daulah jad surabaya presiden ri joko widodo surabaya mengunjungi lokasi menjenguk korban presiden menyerukan bersatu melawan terorisme mengimbau rakyat indonesia tenang waspada malam harinya ledakan rusunawa kabupaten sidoarjo orang meninggal peristiwa,1
surabaya meraih penghargaan special mention lee kuan yew world city prize pengumuman singapura maret risma berterima kasih lapisan masyarakat terobosan bersamasama membangun kotanya surabaya meraih predikat special mention kota hamburg kazan tokyo,1
